Age,Reliability,Children,Income,Evidence of active listening,Yearly_equip_failure,Contract,Techie
1.059124673,-0.485003895,0.424900069,-0.754999441,0.490383916,0.946657905,-0.050502501,-0.449197765
-0.438615677,0.489878306,0.424900069,1.686647941,-1.454040811,-0.625863532,-0.050502501,-0.449197765
-0.486929882,-1.459886095,0.424900069,-0.050968897,-0.481828447,-0.625863532,1.434865173,-0.449197765
1.059124673,-0.485003895,-0.040845924,-0.8019498,-0.481828447,-0.625863532,1.434865173,2.22619095
-1.308271365,-1.459886095,-0.972337909,-0.038294821,-1.454040811,0.946657905,-1.535870175,-0.449197765
0.189468986,-1.459886095,-0.972337909,0.927183611,0.490383916,-0.625863532,-1.535870175,2.22619095
0.044526371,-0.485003895,-0.506591916,2.501440025,1.46259628,-0.625863532,-0.050502501,-0.449197765
0.286097395,-0.485003895,0.424900069,-0.615676815,1.46259628,-0.625863532,-0.050502501,-0.449197765
1.349009902,0.489878306,-0.972337909,-0.802943824,-0.481828447,-0.625863532,-0.050502501,-0.449197765
-0.680186702,0.489878306,-0.972337909,-1.099262352,-1.454040811,-0.625863532,-0.050502501,-0.449197765
0.044526371,3.414524908,-0.972337909,-0.042325176,-1.454040811,0.946657905,-0.050502501,-0.449197765
0.237783191,0.489878306,0.424900069,1.692654288,1.46259628,0.946657905,1.434865173,-0.449197765
-0.921757726,-0.485003895,-0.506591916,0.255705145,0.490383916,-0.625863532,-1.535870175,-0.449197765
-1.308271365,0.489878306,-0.972337909,-0.077296177,0.490383916,0.946657905,-0.050502501,-0.449197765
-0.052102039,-1.459886095,0.424900069,-0.672431239,0.490383916,-0.625863532,-1.535870175,-0.449197765
1.349009902,-0.485003895,-0.506591916,-0.012144146,1.46259628,0.946657905,-0.050502501,-0.449197765
-1.356585569,1.464760506,-0.040845924,-0.616322239,-0.481828447,0.946657905,-1.535870175,-0.449197765
-1.018386135,-0.485003895,-0.506591916,-1.052734711,0.490383916,-0.625863532,1.434865173,-0.449197765
-0.825129316,1.464760506,2.753630034,-0.765108487,-0.481828447,-0.625863532,-1.535870175,-0.449197765
1.638895131,0.489878306,-0.040845924,-0.068135054,1.46259628,-0.625863532,-1.535870175,2.22619095
-0.293673063,-0.485003895,0.890646062,0.620514534,-0.481828447,0.946657905,-1.535870175,-0.449197765
-0.873443521,0.489878306,0.424900069,-1.000963175,1.46259628,0.946657905,-0.050502501,-0.449197765
-0.631872497,-0.485003895,1.356392055,-0.040026828,-0.481828447,0.946657905,-1.535870175,-0.449197765
-1.404899774,-2.434768296,-0.972337909,0.123916251,-0.481828447,-0.625863532,1.434865173,-0.449197765
0.817553649,-1.459886095,-0.972337909,-0.919163453,-0.481828447,2.519179341,-0.050502501,-0.449197765
0.624296829,0.489878306,-0.040845924,-0.336022644,1.46259628,-0.625863532,-0.050502501,2.22619095
0.624296829,-0.485003895,1.356392055,0.030282215,-0.481828447,0.946657905,-0.050502501,-0.449197765
1.590580926,1.464760506,-0.972337909,-1.233480807,0.490383916,0.946657905,-0.050502501,2.22619095
-1.115014545,-0.485003895,-0.972337909,2.733543451,2.434808643,-0.625863532,-0.050502501,-0.449197765
1.107438878,1.464760506,-0.040845924,-0.76262715,1.46259628,0.946657905,-0.050502501,-0.449197765
1.590580926,1.464760506,-0.972337909,-0.823430015,-0.481828447,0.946657905,-1.535870175,-0.449197765
-0.052102039,-0.485003895,-0.506591916,-0.480041264,0.490383916,-0.625863532,-0.050502501,-0.449197765
-1.211642955,-0.485003895,3.685122019,-1.141469906,-0.481828447,-0.625863532,-0.050502501,-0.449197765
1.542266721,0.489878306,-0.972337909,0.770219979,-0.481828447,-0.625863532,-0.050502501,-0.449197765
0.286097395,0.489878306,-0.506591916,0.0938026,-0.481828447,-0.625863532,-1.535870175,-0.449197765
-0.003787834,-1.459886095,-0.506591916,1.723250944,1.46259628,-0.625863532,-1.535870175,-0.449197765
-0.341987268,0.489878306,-0.972337909,-0.953153197,0.490383916,-0.625863532,-0.050502501,-0.449197765
1.300695697,-0.485003895,-0.506591916,-1.203713273,0.490383916,0.946657905,-1.535870175,-0.449197765
